Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-March-2019,85.00,85.30,80.80,83.15,82.844038832746678778,704560,2601,58368596.00,314357,44.62,4.50,-1.85
6-March-2019,84.00,85.95,83.20,84.35,84.772033611135465861,844006,3787,71548105.00,392293,46.48,2.75,0.35
5-March-2019,81.20,84.00,81.15,83.40,83.002721352481994220,927480,3735,76983364.00,426238,45.96,2.85,2.20
1-March-2019,80.15,81.45,80.10,81.05,80.954254417320035471,511962,3260,41445502.00,342191,66.84,1.35,0.90
28-February-2019,78.05,80.90,77.40,79.85,78.905936097840504781,626489,3662,49433701.00,483045,77.10,3.50,1.80
27-February-2019,77.00,79.00,77.00,77.80,77.664665029987941744,1775547,6002,137897263.00,1402524,78.99,2.00,0.80
26-February-2019,76.70,77.65,76.00,76.85,76.920803915393045422,1165247,2792,89631736.00,899576,77.20,1.65,0.15
25-February-2019,78.20,78.50,76.65,77.15,77.741220435964133557,257957,1410,20053892.00,150578,58.37,1.85,-1.05
22-February-2019,76.35,78.25,76.10,77.35,77.226681150424167183,386640,1715,29858924.00,185048,47.86,2.15,1.00
21-February-2019,77.00,77.40,75.60,76.10,76.526003539381465802,256542,2466,19632134.00,162108,63.19,1.80,-0.90
20-February-2019,76.90,78.00,76.00,77.30,77.240796939246909767,391799,1876,30262867.00,254209,64.88,2.00,0.40
19-February-2019,74.75,77.00,74.10,76.60,76.086165928607105016,478507,2785,36407763.00,274946,57.46,2.90,1.85
18-February-2019,76.25,77.05,73.15,73.75,74.188350015727962704,619915,4888,45990471.00,389721,62.87,3.90,-2.50
15-February-2019,77.65,78.15,76.00,76.25,76.790111907979073554,490671,3715,37678681.00,282370,57.55,2.15,-1.40
14-February-2019,77.45,78.40,76.60,78.05,77.697523370435035646,439872,2824,34176965.00,268176,60.97,1.80,0.60
13-February-2019,78.35,79.40,76.60,77.00,77.937537973070967994,459207,3217,35789463.00,242584,52.83,2.80,-1.35
12-February-2019,78.75,79.75,77.10,77.80,78.052539732775097199,1131182,4994,88291628.00,860593,76.08,2.65,-0.95
11-February-2019,78.65,82.95,77.00,80.30,79.877602015467002658,1652421,8360,131991427.00,518720,31.39,5.95,1.65
8-February-2019,80.00,80.50,78.20,78.40,79.181151813703537841,279125,2480,22101439.00,169212,60.62,2.30,-1.60
7-February-2019,80.35,81.20,78.75,80.05,80.228274733144630494,293230,2334,23525337.00,196931,67.16,2.45,-0.30
6-February-2019,77.85,81.00,77.40,80.25,79.673117457655499640,782333,8121,62330909.00,502473,64.23,3.60,2.40
5-February-2019,77.60,79.85,76.05,77.10,78.384269479592419458,612885,7671,48040543.00,386154,63.01,3.80,-0.50
4-February-2019,79.00,79.95,78.00,78.25,78.673764347373674095,470905,3782,37047869.00,317475,67.42,1.95,-0.75
1-February-2019,81.35,84.00,80.00,80.25,81.893210240755985335,849117,4703,69536917.00,324070,38.17,4.00,-1.10
31-January-2019,80.80,80.90,80.00,80.55,80.339012661002090498,474528,3553,38123111.00,323678,68.21,0.90,-0.25
30-January-2019,80.05,80.70,79.60,80.20,80.119986366435042659,545712,2455,43722438.00,379844,69.61,1.10,0.15
29-January-2019,80.45,81.40,80.00,80.20,80.498483829400801226,441573,2367,35545957.00,245710,55.64,1.40,-0.25
28-January-2019,81.70,82.50,78.20,80.05,80.119456685446533162,609518,3417,48834251.00,320797,52.63,4.30,-1.65
25-January-2019,81.80,82.80,81.00,81.30,81.461377687258002592,580843,3978,47316271.00,384691,66.23,1.80,-0.50
24-January-2019,79.85,83.00,79.80,81.30,81.741981950878000594,1042710,4098,85233182.00,611428,58.64,3.20,1.45
23-January-2019,81.45,81.70,79.80,80.05,80.648527232671365514,382647,2202,30859917.00,158069,41.31,1.90,-1.40
22-January-2019,80.10,81.50,79.45,80.75,80.366308221416455282,642590,2497,51642586.00,312306,48.60,2.05,0.65
21-January-2019,80.55,81.30,80.00,80.30,80.697888562862588961,626398,2049,50548996.00,456204,72.83,1.30,-0.25
18-January-2019,84.30,84.35,81.10,81.35,82.674311351071321606,494156,3668,40854007.00,288814,58.45,3.25,-2.95
17-January-2019,83.60,85.50,81.80,84.10,83.213558189655172413,928000,3686,77222182.00,489654,52.76,3.70,0.50
16-January-2019,81.30,85.95,80.00,83.60,83.101705071634798714,1560345,6511,129667330.00,519736,33.31,5.95,2.30
15-January-2019,81.00,81.70,80.50,81.05,80.932243004088015961,695692,2643,56303914.00,428781,61.63,1.20,0.05
14-January-2019,79.65,81.65,79.00,80.65,80.343902439024390243,1184080,3585,95133608.00,689491,58.23,2.65,1.00
11-January-2019,80.65,81.55,79.55,79.85,80.293148854846293713,495523,2278,39787102.00,224498,45.31,2.00,-0.80
10-January-2019,80.00,81.35,79.00,80.65,80.493426356243568453,538362,2271,43334602.00,212391,39.45,2.35,0.65
9-January-2019,83.00,83.50,80.30,80.85,81.421363588578267655,618295,6345,50342422.00,387145,62.61,3.20,-2.15
8-January-2019,83.20,84.25,82.65,83.00,83.435387281707729939,446019,1919,37213768.00,203534,45.63,1.60,-0.20
7-January-2019,85.95,86.00,82.80,83.45,83.679468941673461057,994693,4558,83235382.00,554209,55.72,3.20,-2.50
4-January-2019,84.60,86.00,83.55,85.20,84.628584048991267871,665588,2476,56327770.00,328514,49.36,2.45,0.60
3-January-2019,87.05,87.80,84.50,84.70,85.506095982708703019,749510,3182,64087674.00,402319,53.68,3.30,-2.35
2-January-2019,90.90,90.90,87.00,87.80,89.034088991217560711,959870,5276,85461151.00,445873,46.45,3.90,-3.10
1-January-2019,91.00,91.50,89.70,90.25,90.419756037438467801,1338730,5906,121047640.00,610210,45.58,1.80,-0.75
31-December-2018,89.20,89.90,88.40,89.20,89.223406728077672712,1105665,4158,98651198.00,622578,56.31,1.50,0.00
28-December-2018,87.50,88.70,86.20,88.30,87.640122299003223480,1210803,4624,106114923.00,611737,50.52,2.50,0.80
27-December-2018,86.90,86.95,85.50,86.60,86.339548544795079812,1369704,7933,118259625.00,609495,44.50,1.45,-0.30
26-December-2018,85.75,88.00,84.70,87.50,86.625266279795790942,2831608,12707,245288797.00,1238101,43.72,3.30,1.75
24-December-2018,84.10,84.95,83.40,83.75,83.937770015626436253,554829,2630,46571109.00,253693,45.72,1.55,-0.35
21-December-2018,85.70,86.50,83.55,84.05,84.823429738385254336,1561571,9630,132457808.00,578114,37.02,2.95,-1.65
20-December-2018,84.80,86.50,83.20,84.75,84.915753417158872570,1461448,7302,124099958.00,470168,32.17,3.30,-0.05
19-December-2018,82.70,86.30,82.60,84.40,85.073102521442283034,3501726,20147,297902695.00,1669223,47.67,3.70,1.70
18-December-2018,75.95,81.50,75.50,80.90,78.987763453881364434,2041344,10946,161241197.00,822890,40.31,6.00,4.95
17-December-2018,76.50,76.75,75.15,75.30,75.879733704418229545,316190,2955,23992413.00,164073,51.89,1.60,-1.20
14-December-2018,76.95,76.95,75.65,76.10,76.389552200392605539,427401,1991,32648971.00,231983,54.28,1.30,-0.85
13-December-2018,78.50,78.90,76.55,77.00,77.940369481328431223,526576,2214,41041528.00,178592,33.92,2.35,-1.50
12-December-2018,75.45,77.70,74.80,77.10,76.462723056663549439,523970,2658,40064173.00,211746,40.41,2.90,1.65
11-December-2018,73.50,76.50,72.50,75.00,74.414044022259788774,518783,2877,38604741.00,232261,44.77,4.00,1.50
10-December-2018,75.80,75.80,72.00,74.75,74.493516264718334689,762909,3495,56831774.00,405387,53.14,3.80,-1.05
7-December-2018,78.60,79.50,76.70,77.10,77.800391911044281168,544001,2885,42323491.00,313316,57.59,2.80,-1.50
6-December-2018,80.05,80.40,76.50,77.60,78.316755495818988800,709039,3588,55529634.00,338209,47.70,3.90,-2.45
5-December-2018,80.00,81.20,80.00,80.10,80.172250985941021870,684118,2398,54847280.00,325296,47.55,1.20,0.10
4-December-2018,80.60,81.20,80.00,80.05,80.286603099442918297,508543,2688,40829190.00,227686,44.77,1.20,-0.55
3-December-2018,84.00,84.00,79.75,80.25,81.596391792690202588,1387836,6257,113242410.00,581242,41.88,4.25,-3.75
30-November-2018,80.90,82.10,80.25,81.50,81.099078417194829016,695651,3778,56416655.00,378822,54.46,1.85,0.60
